id,investorName,investorType,city,country,sectors,stages,logoURL
2036,Quake Capital Partners,"Accelerator, Micro VC",Austin,USA,,,https://pbs.twimg.com/profile_images/1351244973744787460/Ju6p-UKF_400x400.jpg
2037,Qualgro VC,Venture Capital,Singapore,Singapore,,,https://pbs.twimg.com/profile_images/646913743037706240/aBGaXxMQ_400x400.png
2038,Queen City Fintech,Accelerator,Charlotte,USA,,,https://pbs.twimg.com/profile_images/742892586591883264/MJTt-Lm5_400x400.jpg
2039,R-LABS Canada Inc.,Incubator,Toronto,Canada,,,
2040,R8 Capital,Venture Capital,Singapore,Singapore,,,https://pbs.twimg.com/profile_images/1385467056703696898/0272nejI_400x400.jpg
2041,Rabobank Food & Agri Innovation Fund,Venture Capital,Utrecht,The Netherlands,,,
2042,Radar Capital,Venture Capital,,Canada,,,https://pbs.twimg.com/profile_images/832345748591300608/MVhRNMq-_400x400.jpg
2043,Radar Endeavour Group,Private Equity Firm,Edmonton,Canada,,,
2044,Radicle Growth,Venture Capital,San Diego,USA,,,https://pbs.twimg.com/profile_images/1095032926339686400/scNl_RFd_400x400.jpg
2045,Raphael Danilo,Angel,New York,USA,,,
2046,Raquel Urtasun,Angel,Boston,USA,,,https://pbs.twimg.com/profile_images/1037332134460121093/diJrtvDY_400x400.jpg
2047,RareBreed Ventures,"Micro VC, Venture Capital",Baltimore,USA,,,https://pbs.twimg.com/profile_images/1284529640170827777/nRat9cf__400x400.jpg
2048,REACH,Accelerator,Chicago,USA,,,https://pbs.twimg.com/profile_images/1138121743724425217/g6Yjmfey_400x400.jpg
2049,Ready2Launch,Accelerator,Halifax,Canada,,,
2050,Red House Education,Venture Capital,New York,USA,,,https://pbs.twimg.com/profile_images/824888941446787072/LQokNtEH_400x400.jpg
2051,Redstone,Venture Capital,Berlin,Germany,,,https://pbs.twimg.com/profile_images/822009902122024960/LbhZFY-w_400x400.jpg
2052,Regah Ventures,Venture Capital,New York,USA,,,
2053,Reinforced Ventures,Venture Capital,Pittsburgh,USA,,,
2054,Republic Capital,Venture Capital,New York,USA,,,
2055,Resource Capital Funds,Private Equity Firm,Denver,USA,,,https://pbs.twimg.com/profile_images/378800000071812365/693ffbc5c2585a1a87bf2ff45c5776a6_400x400.jpeg
2056,Restaurant Royalty Partners,Venture Capital,,USA,,,
2057,RET Ventures,Venture Capital,Park City,USA,,,
2058,RevTech Ventures,Venture Capital,Dallas,USA,,,https://pbs.twimg.com/profile_images/570675136957644800/0jL2QOmA_400x400.png
2059,Rhapsody Venture Partners,Venture Capital,Cambridge,USA,,,https://pbs.twimg.com/profile_images/1053020630327541761/AOnzQULv_400x400.jpg
2060,Rhianna Brancato,Angel,,,,,
2061,Rian Gauvreau,Angel,Vancouver,Canada,,,https://pbs.twimg.com/profile_images/1469037268891361283/uR9Vx-LJ_400x400.png
2062,Richard Cargill,Angel,Minneapolis,USA,,,
2063,Richard Cooperstein,Angel,San Francisco,USA,,,https://abs.twimg.com/sticky/default_profile_images/default_profile_400x400.png
2064,Richard Seibel,Angel,,,,,
2065,Ring Capital,Venture Capital,Paris,France,FinTech,Seed,https://pbs.twimg.com/profile_images/1272821011076067333/-vQAlF8z_400x400.png
2066,RiSC Capital,Venture Capital,Toronto,Canada,,,https://pbs.twimg.com/profile_images/1258043562635100160/YBNJYbqr_400x400.jpg
2067,RiverPark Ventures,"Angel Group, Venture Capital",New York,USA,,,
2068,Robert Bosch Venture Capital,Venture Capital,Stuttgart,Germany,SaaS,Series B,
2069,Robert Chaplinsky,Angel,Menlo Park,USA,,,https://abs.twimg.com/sticky/default_profile_images/default_profile_400x400.png
2070,Robert Halpern,Angel,,,,,
2071,Robert Luxenberg,Angel,,,,,
2072,Rock Springs Capital,"Private Equity Firm, Venture Capital",Baltimore,USA,BioTech,Series B,
2073,Rockies Venture Club,Angel Group,Denver,USA,,,
2074,Roham Gharegozlou,Angel,San Francisco,USA,,,
2075,Roman Zaripov,Angel,,,,,
2076,Ross Jones,Angel,,,,,
2077,Rough Draft Ventures,Micro VC,Cambridge,USA,,,https://pbs.twimg.com/profile_images/1440767115523289093/Vtx4xHCD_400x400.jpg
2078,RoyNat Capital,Venture Capital,Toronto,Canada,,,
2079,RSE Ventures,"Incubator, Private Equity Firm, Venture Capital",New York,USA,,,https://pbs.twimg.com/profile_images/981905366886813697/80an-bpS_400x400.jpg
2080,Rubicon Venture Capital,Micro VC,San Francisco,USA,,,https://pbs.twimg.com/profile_images/495530945529663488/po81ZFcY_400x400.png
2081,Russell Smith,Angel,London,United Kingdom,,,https://pbs.twimg.com/profile_images/1254426073477120001/0n_kTW6v_400x400.jpg
2082,Ryan Chan,Angel,Los Angeles,USA,,,
2083,Ryan Garrah,Angel,Markham,Canada,,,
2084,Ryan Millier,Angel,New York,USA,,,
2085,Ryan Sutton-Gee,Angel,San Francisco,USA,eCommerce,Seed,https://pbs.twimg.com/profile_images/1446162941212958728/qdlgWLBi_400x400.jpg
2086,S28 Capital,Venture Capital,San Francisco,USA,,,https://pbs.twimg.com/profile_images/1002656983529414656/hFvXPGOT_400x400.jpg
2087,Safe x Connected Cities Accelerator,Accelerator,Toronto,Canada,,,
2088,Sageview Capital,Private Equity Firm,Palo Alto,USA,,,
2089,Sahil Bloom,Angel,,,,,
2090,SAIC Venture Capital,Venture Capital,Las Vegas,USA,,,
2091,Sallyport Investments,Micro VC,,USA,,,
2092,Sam Corcos,Angel,New York,USA,,,https://pbs.twimg.com/profile_images/1389745648497356805/9p6KmPD9_400x400.jpg
2093,Sam Parr,Angel,San Francisco,USA,,,https://pbs.twimg.com/profile_images/1202110581395714049/fw3xseLz_400x400.jpg
2094,Samsung Venture Investment,Venture Capital,Seocho,South Korea,,,
2095,Sanders Lee,Angel,Calgary,Canada,,,
2096,Sandpiper Group,Private Equity Firm,Vancouver,Canada,,,
2885,Sandpiper Ventures,Venture Capital,Halifax,Canada,,,
2886,Sangel Capital,Venture Capital,Shenzhen,China,,,
2887,Sanjay Malaviya,Angel,,,,,
2888,SAP.iO,"Accelerator, Venture Capital, Incubator",San Francisco,USA,HRTech,Seed,https://pbs.twimg.com/profile_images/1411958716971225089/K6qMldru_400x400.jpg
2889,Scale Asia Ventures,Venture Capital,Menlo Park,USA,,,
2890,SchindlerAM Ventures,"Private Equity Firm, Venture Capital",Zürich,Switzerland,,,
2891,Scott Lake,Angel,Vancouver,Canada,,,https://pbs.twimg.com/profile_images/643781387451928576/aAcLHBqO_400x400.jpg
2892,Scribble Ventures,Venture Capital,Portola Valley,USA,,,https://pbs.twimg.com/profile_images/1370506842640551939/8lr9_NoW_400x400.jpg
2893,SE Ventures,"Venture Capital, Venture Capital",Menlo Park,USA,SaaS,Series B,
2894,Secocha Ventures,Venture Capital,Miami,USA,,,
2895,Security Leadership Capital,Micro VC,San Jose,USA,,,
2896,Seedcamp,"Micro VC, Venture Capital",London,United Kingdom,,,https://pbs.twimg.com/profile_images/494441343452590080/LKOmvZPW_400x400.png
2897,Semhal Kahsay,Angel,,,,,
2898,Serent Capital,Private Equity Firm,San Francisco,USA,,,
2899,"Seven Hound Ventures, Inc.",Venture Capital,Los Angeles,USA,,,
2900,SevenTrainVentures,Venture Capital,New York,USA,,,
2901,Seventure Partners,Venture Capital,Paris,France,,,https://pbs.twimg.com/profile_images/509013598694162433/xEU6i_qf_400x400.jpeg
2902,SFC Capital,"Angel Group, Micro VC",London,United Kingdom,,,https://pbs.twimg.com/profile_images/1253239782664278018/KedtdgWk_400x400.jpg
2903,SGInnovate,Venture Capital,Singapore,Singapore,,,https://pbs.twimg.com/profile_images/1163279402500706305/yiDhYyIK_400x400.jpg
2904,Shane Lindstrom,Angel,,,,,
2905,Shane Mac,Angel,San Francisco,USA,,,https://pbs.twimg.com/profile_images/1464807320618160128/Ewe_q8sE_400x400.jpg
2906,Sharon Ludlow,Angel,,,,,
2907,Shawn Carter,Angel,New York,USA,,,
2908,Sherbrooke Innopole,Micro VC,Sherbrooke,Canada,,,https://pbs.twimg.com/profile_images/1312196197969526790/849Qm9Bn_400x400.jpg
2909,Shine Capital,Venture Capital,New York,USA,,,https://pbs.twimg.com/profile_images/1452996181177606153/ryNvFWV5_400x400.jpg
2910,shl.vc,Micro VC,,USA,,,
2911,Shore Capital Sports & Entertainment,Venture Capital,Toronto,Canada,,,
2912,Shrug Capital,Micro VC,San Francisco,USA,,,https://pbs.twimg.com/profile_images/1455245362537566216/GkekRCQg_400x400.jpg
2913,Sid Sankaran,Angel,,,,,
2914,Siemon Family,Angel Group,,USA,,,
2915,Silver Spike Capital,Venture Capital,,USA,,,
2916,Six Squared Capital,Venture Capital,Toronto,Canada,,,
2917,SK Ventures,Micro VC,San Francisco,USA,,,https://pbs.twimg.com/profile_images/834062254001647619/yYiozaBA_400x400.jpg
2918,Sky9 Capital,Venture Capital,Shanghai,China,,,
2919,SL2 Capital,Venture Capital,,United Kingdom,,,
2920,Small World Group,Venture Capital,Singapore,Singapore,,,https://pbs.twimg.com/profile_images/1167627689/fhl_photo_400x400.jpg
2921,SoftBank Vision Fund,"Private Equity Firm, Venture Capital",London,United Kingdom,"BioTech, FinTech",Series C,
2922,Soma Capital,Micro VC,San Francisco,USA,"Data, eCommerce",Seed,https://pbs.twimg.com/profile_images/1385635282024910853/B2AltEit_400x400.jpg
2923,Sonoma Brands,Private Equity Firm,Sonoma,USA,,,
2924,Sorenson Ventures,Venture Capital,Menlo Park,USA,,,
2925,Sorfina Capital,Venture Capital,Houston,USA,,,
2926,Space Angels,Angel Group,New York,USA,,,https://pbs.twimg.com/profile_images/1249792784732753920/KNyzX7rX_400x400.jpg
2927,Spacecadet Ventures,Venture Capital,New York,USA,,,https://pbs.twimg.com/profile_images/1340833222511484929/NKsoFEoj_400x400.png
2928,SparkLabs Accelerator,Accelerator,Seoul,South Korea,,,https://pbs.twimg.com/profile_images/2338750869/0zfmyea9fkrxvrj81tul_400x400.jpeg
2929,Spearhead,Angel Group,San Francisco,USA,,,https://abs.twimg.com/sticky/default_profile_images/default_profile_400x400.png
2930,Spider Capital,"Micro VC, Venture Capital",San Francisco,USA,SaaS,"Seed, Series A",
2931,Sprott Inc.,"Private Equity Firm, Venture Capital",Toronto,Canada,BioTech,,https://pbs.twimg.com/profile_images/905082743842672640/gv8YPiEF_400x400.jpg
2932,Sprout.vc,Venture Capital,Edmonton,Canada,,,https://pbs.twimg.com/profile_images/1393697535932305409/6QdO6-kR_400x400.jpg
2933,Sri Viswanath,Angel,Palo Alto,USA,DevTech,Seed,
2934,Sriram Krishnan,Angel,San Francisco,USA,,,https://pbs.twimg.com/profile_images/1463211959130591235/kF4CNiuj_400x400.jpg
2935,Stacked Capital,Venture Capital,New York,USA,,,
2936,Stadia Ventures,"Accelerator, Venture Capital",St Louis,USA,,,https://pbs.twimg.com/profile_images/644532496370151425/pQJgcfwM_400x400.png
2937,Stanley Park Ventures,Venture Capital,Vancouver,Canada,,,https://pbs.twimg.com/profile_images/931293627745054720/JKRmZ-jY_400x400.jpg
2938,Stanley Tang,Angel,Stanford,USA,,,https://pbs.twimg.com/profile_images/493939910412222464/AhSxeXjs_400x400.jpeg
2939,Starlight Ventures,Venture Capital,Miami,USA,,,
2940,Startup Lab,Venture Capital,Moscow,Russian Federation,,,
2941,STCAP,Venture Capital,Palo Alto,USA,,,
2942,Steli Efti,Angel,San Francisco,USA,,,https://pbs.twimg.com/profile_images/599572599874551808/iE-hncdT_400x400.jpg
2943,Stephen Brennan,Angel,,,,,
2944,Sterling.VC,Venture Capital,New York,USA,,,
2945,Steve Apostolopoulos,Angel,Toronto,Canada,,,
2946,Steve Chen,Angel,San Francisco,USA,,,https://pbs.twimg.com/profile_images/1566360870/KenSax_RP-000061-1_400x400.jpg
2947,Steve Schlafman,Angel,Brooklyn,USA,,,https://pbs.twimg.com/profile_images/1356067514892091392/prH3LKb2_400x400.jpg
2948,Steve Wood,Angel,San Francisco,USA,,,https://pbs.twimg.com/profile_images/1270915645488525312/Z7D1N3Uz_400x400.jpg
2949,Storm Ventures,Venture Capital,Menlo Park,USA,SaaS,Series B,https://pbs.twimg.com/profile_images/588384196147548160/Aap3TAnK_400x400.jpg
2950,StreetEdge Capital,Venture Capital,San Francisco,USA,,,https://pbs.twimg.com/profile_images/1126628367107670016/mx9JPfNR_400x400.jpg
2951,Subversive Capital,Venture Capital,New York,USA,,,
2952,Sulaiti M.,Angel,,,,,
2953,Sunil Rajaraman,Angel,San Francisco,USA,,,https://pbs.twimg.com/profile_images/1426326233252466688/I7pU1pby_400x400.jpg
2954,SVG Ventures,Venture Capital,Los Gatos,USA,AgTech,Seed,
2955,SWAN Venture Fund,Micro VC,Kirkland,USA,BioTech,Pre-Seed,
2956,SWAT Equity Partners,Venture Capital,New York,USA,,,
2957,Sway Ventures,Venture Capital,San Francisco,USA,Platform,Seed,https://pbs.twimg.com/profile_images/804167347397234688/dAxPeFxA_400x400.jpg
2958,Synovus Family Office,,,USA,agTech,Series B,
2959,TA Associates,Private Equity Firm,Boston,USA,,,https://pbs.twimg.com/profile_images/1080853777517809664/ciD7sFJe_400x400.jpg
2960,TA Ventures,Venture Capital,Frankfurt,Germany,,,
2961,"Takeda Ventures, Inc.",Venture Capital,San Diego,USA,,,
2962,Taronga Group,Venture Capital,Sydney,Australia,,,https://pbs.twimg.com/profile_images/1145299767632642049/JCcugUMP_400x400.png
2963,Tavistock Group,Private Equity Firm,Windermere,USA,HealthTech,Pre-Seed,
2964,TCap Private Equity,"Private Equity Firm, Venture Capital",Vancouver,Canada,,,
2965,Teamworthy Ventures,Venture Capital,New York,USA,SaaS,Series A,
2966,Tech Coast Angels,Angel Group,Newport Beach,USA,,,https://pbs.twimg.com/profile_images/563413012808097792/JSyVZs5S_400x400.png
2967,TechFounders,Accelerator,Munich,Germany,,,https://pbs.twimg.com/profile_images/1097524941300400130/NeLcYP6M_400x400.png
2968,Technology Venture Corporation,Micro VC,Moncton,Canada,,,
2969,Teligence Capital,Venture Capital,Vancouver,Canada,,,
2970,Ten Coves Capital,Private Equity Firm,Darien,USA,"Data, SaaS",Series B,
2971,TenOneTen Ventures,Micro VC,Los Angeles,USA,Platform,Seed,https://pbs.twimg.com/profile_images/1220162770168999936/cWe3qmfP_400x400.jpg
2972,TenX Ventures,Venture Capital,Vancouver,Canada,,,
2973,Texas HALO Fund,"Micro VC, Venture Capital",Houston,USA,,,https://pbs.twimg.com/profile_images/438675331054968832/3QUdKfG-_400x400.jpeg
2974,The Batchery,Incubator,Berkeley,USA,,,https://pbs.twimg.com/profile_images/870061707497840640/XfwVW-yI_400x400.jpg
2975,The Catalyst Capital Group,Private Equity Firm,Toronto,Canada,,,
2976,The Draper Richards Kaplan Foundation,"Micro VC, Venture Capital",Menlo Park,USA,,,https://pbs.twimg.com/profile_images/1453501399312912388/dWCTHRJd_400x400.jpg
2977,The Narwhal Project,Accelerator,Toronto,Canada,,,https://pbs.twimg.com/profile_images/603988423863504897/6GhP_76X_400x400.jpg
2978,The Opportunity Calgary Investment Fund,Micro VC,Calgary,Canada,,,
2980,The Rise Fund,"Private Equity Firm, Venture Capital",San Francisco,USA,,,https://pbs.twimg.com/profile_images/821887869396525056/g-TERX-R_400x400.jpg
2981,The Sudbury Catalyst Fund,Venture Capital,,Canada,,,
2982,The Summer Institute,Accelerator,Fredericton,Canada,,,https://pbs.twimg.com/profile_images/1313852569949794304/mXhEdRmV_400x400.jpg
2983,Thistledown Capital,Venture Capital,Ottawa,Canada,CleanTech,Series E,
2984,Threshold Impact,"Private Equity Firm, Venture Capital",,Canada,HealthTech,,
2985,Tipping Point Partners,Venture Capital,New York,USA,,,https://pbs.twimg.com/profile_images/469223213877051392/opyZk5Z6_400x400.png
2986,Tobyn Sowden,Angel,Canada,,,,
2987,TokenSuite Ventures,Venture Capital,Istanbul,Turkey,,,
2988,TOM Capital Associates,Venture Capital,Calgary,Canada,,,
2989,Tom Colicchio,Angel,,,,,
2990,Tony Robbins,Angel,San Diego,USA,,,https://pbs.twimg.com/profile_images/1257396956881498114/Fj13PSh-_400x400.jpg
2991,Tony Xu,Angel,San Francisco,USA,,,https://pbs.twimg.com/profile_images/419577924459569152/KFa6_oCZ_400x400.jpeg
2992,Top Renergy Venture Capital,Venture Capital,Vancouver,Canada,,,
2993,TPG Biotech,"Private Equity Firm, Venture Capital",San Francisco,USA,BioTech,Series B,
2994,Transition Capital Partners,Private Equity Firm,Dallas,USA,RetailTech,,
2995,Travis McDonough,Angel,Halifax,Canada,,,
2996,Trend Forward Capital,"Venture Capital, Venture Capital",San Jose,USA,,,
2997,Triangle Capital Corporation,Venture Capital,Raleigh,USA,,,
2998,Tyler McMullen,Angel,San Francisco,USA,DevTech,Seed,https://pbs.twimg.com/profile_images/858906097750384641/cQwnPh4Q_400x400.jpg
2999,TZP Group,Private Equity Firm,New York,USA,,,
3000,Umai Global,"Private Equity Firm, Venture Capital",,Canada,,,
3001,Uncommon Denominator,Venture Capital,New York,USA,,,https://pbs.twimg.com/profile_images/1110636526906560512/qLkQyrrB_400x400.png
3002,Underscore VC,Venture Capital,Boston,USA,,,https://pbs.twimg.com/profile_images/1126567952986386432/wkPo8PxF_400x400.png
3003,Union Capital,Private Equity Firm,Gîza,Egypt,Data,Seed,https://pbs.twimg.com/profile_images/1345391694/Union_Capital_Square_400x400.jpg
3004,Union Kitchen,Accelerator,Washington,USA,,,https://pbs.twimg.com/profile_images/1138842345678487552/0oqHY6T__400x400.png
3005,Unpopular Ventures,Venture Capital,San Francisco,USA,,,
3006,Unreasonable Capital,"Micro VC, Venture Capital",Boulder,USA,,,https://abs.twimg.com/sticky/default_profile_images/default_profile_400x400.png
3007,Up Capital,Venture Capital,Toronto,Canada,,,
3008,UpHonest Capital,"Micro VC, Venture Capital",San Francisco,USA,,,
3009,Upper90,Private Equity Firm,New York,USA,Marketplace,Series B,https://pbs.twimg.com/profile_images/1336015874608738304/o8D1XNRq_400x400.png
3010,Upward,"Accelerator, Incubator, Venture Capital",New York,USA,,,
3011,URBAN-X,"Accelerator, Venture Capital",Brooklyn,USA,,,https://pbs.twimg.com/profile_images/999017954988642305/JBgr0MDs_400x400.jpg
3012,V3 Ventures,Venture Capital,Shawinigan,Canada,,,https://pbs.twimg.com/profile_images/652613474808406020/hrPSRvM-_400x400.jpg
3013,Vaizra Capital,Venture Capital,New York,USA,,,
3014,Valhalla Angels,Angel Group,Calgary,Canada,Platform,Pre-Seed,
3015,Valhalla Private Capital,Venture Capital,Calgary,Canada,,,https://pbs.twimg.com/profile_images/896051740574986245/bcPsQ1zj_400x400.png
3016,Valor Equity Partners,"Private Equity Firm, Venture Capital",Chicago,USA,Analytics,"Series A, Series B",
3017,Valor Siren Ventures,Venture Capital,,USA,Marketplace,Series A,
3018,VantagePoint Capital Partners,Venture Capital,San Bruno,USA,,,
3019,VANTEC Angel Network,Angel Group,Vancouver,Canada,,,https://pbs.twimg.com/profile_images/771139401615237121/cAVe59-E_400x400.jpg
3020,Vendep Capital,Venture Capital,Espoo,Finland,,,https://pbs.twimg.com/profile_images/1312412350830567425/wOWmyOBp_400x400.jpg
3021,Vendian Capital,Angel,London,United Kingdom,,,
3022,Venture Grade,Venture Capital,Halifax,Canada,,,
3023,Venture University,"Accelerator, Venture Capital",San Francisco,USA,,,https://pbs.twimg.com/profile_images/966030936944119808/Xnt9VEKJ_400x400.jpg
3024,Ventures Platform,Micro VC,Abuja,Nigeria,,,https://pbs.twimg.com/profile_images/1350148149575344134/9NxpeI6m_400x400.jpg
3025,Versant Ventures,Venture Capital,Menlo Park,USA,,,
3026,Vestech Partners,Private Equity Firm,Ocala,USA,AgTech,Seed,
3027,Viaduct Ventures,"Micro VC, Venture Capital",Mountain View,USA,,,https://pbs.twimg.com/profile_images/1156373235937599488/jrFwFp_E_400x400.jpg
3028,Victoria Treyger,Angel,San Francisco,USA,,,https://pbs.twimg.com/profile_images/1062745193235927041/8oxd7G6R_400x400.jpg
3029,Victory Square,Accelerator,Vancouver,Canada,,,https://abs.twimg.com/sticky/default_profile_images/default_profile_400x400.png
3030,Victress Capital,Venture Capital,Boston,USA,,,https://pbs.twimg.com/profile_images/743109071960735744/H6__V1K4_400x400.jpg
3031,Vijay Gill,Angel,San Francisco Bay Area,USA,DevTech,Seed,
3032,Viking Global Investors,Private Equity Firm,Greenwich,USA,,,
3033,Virgo Investment Group,Private Equity Firm,Redwood Shores,USA,HealthTech,Series B,
3034,Vision Plus Capital,Venture Capital,Hangzhou,China,,,
3036,VU Venture Partners,Venture Capital,San Francisco,USA,,,https://pbs.twimg.com/profile_images/1341973451079348226/Mobz3gYa_400x400.jpg
3037,Waikit Lau,Angel,Kuala Lumpur,Malaysia,,,https://pbs.twimg.com/profile_images/1400680830/W_Lau_pic_400x400.jpg
3038,Walter Capital Partners,Private Equity Firm,Westmount,Canada,HealthTech,Series B,
3039,Walter James Treliving,Angel,Canada,,,,
3040,Walter Ventures,Venture Capital,Málaga,Spain,,,
3041,Waterpoint Lane,"Private Equity Firm, Venture Capital",Toronto,Canada,,,https://pbs.twimg.com/profile_images/1401910824680267778/V0mGa0M5_400x400.jpg
3042,Wavemaker Three-Sixty Health,Venture Capital,Pasadena,USA,HealthTech,Series A,https://pbs.twimg.com/profile_images/1407117640439500811/YllTOj_2_400x400.jpg
3043,Wayfinder Ventures,Venture Capital,San Francisco,USA,,,
3044,WD Capital Markets,Private Equity Firm,Toronto,Canada,FinTech,Series A,
3045,Web Smith,Angel,Columbus,USA,,,https://pbs.twimg.com/profile_images/1455368812686106627/0CxjIHeF_400x400.jpg
