id,companyName,ecosystemName,ecosystemSecondary,dateFounded,primaryTag,secondaryTag,latestRoundType,latestRoundDate,dateAcqusition,acquiringCompany,ipoDate,peDate,deadFlag,logoUrlCdn
2253,Care2Talk,British Columbia,,2020-01-01,HealthTech,VideoTech,Pre-Seed,2022-07-04,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2253.png
2254,Truffle Systems,Alberta,,2019-01-01,SaaS,FinTech,Seed,2022-07-12,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2254.png
2255,Welbi,Ottawa,,2016-01-01,SaaS,HealthTech,Seed,2022-07-13,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2255.png
2256,Proto,Waterloo Region,,2018-01-01,DevTech,AI,Grant,2022-10-07,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2256.png
2257,BRAVO READY,Quebec,,2011-01-01,Games,Web3,Seed,2022-07-11,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2257.png
2258,Luxsonic,Other,,2018-01-01,HealthTech,,Pre-Seed,2022-07-11,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2258.png
2259,Yr Plans,Alberta,,2019-01-01,HRTech,FinTech,Pre-Seed,2022-07-11,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2259.png
2260,Scription,Alberta,,2022-01-01,SaaS,Platform,Series ?,2023-10-11,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2260.png
2261,10Adventures,Alberta,,2016-01-01,TravelTech,Tourism,Pre-Seed,2022-07-11,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2261.png
2262,Fidu Legal,Other,,2019-01-01,LegalTech,,Pre-Seed,2022-07-11,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2262.png
2263,MemoryKPR,Other,,2020-01-01,SaaS,Mobile,Pre-Seed,2022-07-11,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2263.png
2264,SafeDigit.io,British Columbia,,2020-01-01,LogisticsTech,Last Mile Transportation,Pre-Seed,2022-07-18,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2264.png
2265,Intelligent City,British Columbia,,2008-01-01,CleanTech,ConstructionTech,Series A,2022-07-19,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2265.png
2266,Oncoustics,Toronto,,2017-01-01,HealthTech,MedTech,Seed,2022-07-21,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2266.png
2267,Verv Technologies,Other,,2012-01-01,HealthTech,,Seed,2022-07-25,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2267.png
2268,Ubenwa,Quebec,,2017-01-01,HealthTech,AI,Pre-Seed,2022-07-28,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2268.png
2269,ProcedureFlow,East Coast,,2015-01-01,SaaS,,Series ?,2022-07-27,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2269.png
2270,Stadium Live,Toronto,,2020-01-01,Games,eSports,Series A,2022-07-28,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2270.png
2271,Darwynn,Toronto,,2021-01-01,LogisticsTech,,Pre-Seed,2022-07-25,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2271.png
2276,Aurora Hydrogen,Alberta,,2021-01-01,CleanTech,Hardware,Grant,2024-07-25,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2276.png
2310,Airswift,British Columbia,,2022-01-01,FinTech,Payments,Pre-Seed,2022-08-08,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2310.png
2313,Lucid,Toronto,,2017-01-01,WellnessTech,HealthTech,Seed,2022-08-12,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2313.png
2314,Qui Identity Inc.,Toronto,,2022-01-01,CyberSecurity,,Seed,2022-08-11,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2314.png
2315,Evidence Partners,Ottawa,,2008-01-01,SaaS,,Series ?,2022-08-09,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2315.png
2316,BarrelWise,British Columbia,,2018-01-01,Analytics,,Seed,2022-08-25,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2316.png
2317,Direct-C,Alberta,,2014-01-01,Hardware,Sensor,Series A,2022-08-19,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2317.png
2318,Jombone,Toronto,,2018-01-01,SaaS,Human Resources,Series ?,2023-06-29,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2318.png
2321,NotaryPro,Ottawa,,2016-01-01,LegalTech,,Seed,2022-08-18,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2321.png
2322,Metafold 3D,Toronto,,2020-01-01,3DTech,,Seed,2023-07-18,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2322.png
2323,Moozoom,Quebec,,2020-01-01,EdTech,HealthTech,Seed,2022-08-18,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2323.png
2324,WellnessLiving,Toronto,,2012-01-01,SaaS,CRM,Series ?,2022-08-17,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2324.png
2329,SureBright,Toronto,,2020-01-01,InsurTech,,Pre-Seed,2022-08-29,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2329.png
2330,Global Spatial Technology Solutions,East Coast,,2005-01-01,Analytics,AI,Series A,2024-08-29,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2330.png
2331,The Rounds,East Coast,,2012-01-01,HealthTech,,Series A,2023-02-07,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2331.png
2332,Invert Inc.,Ottawa,,2021-01-01,CleanTech,,Series ?,2022-09-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2332.png
2336,PolicyMe,Toronto,,2018-01-01,InsurTech,,Series A,2022-09-20,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2336.png
2337,HelloSafe,Quebec,,2020-01-01,FinTech,,Seed,2022-09-21,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2337.png
2338,Flyscan Systems,Quebec,,2015-01-01,VisionTech,Environmental Engineering,Seed,2022-09-20,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2338.png
2339,Lynk,British Columbia,,2021-01-01,FinTech,Payments,Seed,2022-09-21,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2339.png
2340,Kite Mobility ,Toronto,,2020-01-01,TransportationTech,,Series ?,2022-09-22,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2340.png
2341,Giatec Scientific,Ottawa,,2010-01-01,CleanTech,ConstructionTech,Series ?,2022-09-26,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2341.png
2342,Numida,Quebec,,2017-01-01,FinTech,,Pre-Seed,2022-09-28,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2342.png
2343,VeriFast,Toronto,,2019-01-01,PropertyTech,Real Estate,Seed,2022-09-29,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2343.png
2344,Lia 27,Quebec,,2020-01-01,AI,,Seed,2022-09-27,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2344.png
2347,RELICSyxz,British Columbia,,2021-01-01,Metaverse,NFT,Pre-Seed,2022-09-29,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2347.png
2348,Ownly,Alberta,,2020-01-01,PropertyTech,eCommerce,Seed,2022-10-03,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2348.png
2349,Carbon6,Toronto,,2021-01-01,SaaS,eCommerce,Series A,2022-10-04,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2349.png
2350,Field Effect,Ottawa,,2016-01-01,CyberSecurity,Security,Series ?,2023-08-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2350.png
2351,Spexi Geospatial,British Columbia,,2017-01-01,GeoSpatial,"GeoSpatial, Drones",Series A,2024-12-09,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2351.png
2352,Halp,Toronto,,2019-01-01,SaaS,Higher Education,Seed,2022-10-05,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2352.png
2353,Blue-Zone Technologies,Toronto,,2021-01-01,CleanTech,,Series ?,2022-10-05,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2353.png
2355,Quandri,British Columbia,,2021-01-01,FinTech,InsurTech,Seed,2022-10-12,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2355.png
2356,BeatConnect,Quebec,,2020-01-01,SaaS,Music,Series ?,2024-03-08,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2356.png
2360,Shinydocs,Waterloo Region,,2013-01-01,SaaS,Data,Series ?,2023-03-17,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2360.png
2361,Encircle,Waterloo Region,,2012-01-01,InsurTech,PropertyTech,Grant,2022-10-07,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2361.png
2362,Ten Thousand Coffees,Toronto,,2014-01-01,Misc,,Series ?,2022-10-18,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2362.png
2363,VoxNeuro,Toronto,,2017-01-01,MedTech,HealthTech,Series ?,2022-10-20,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2363.png
2364,Super Advisor,Toronto,,2021-01-01,FinTech,,Seed,2022-10-20,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2364.png
2365,Voilà!,Quebec,,2016-01-01,Application Software,,Series A,2022-10-20,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2365.png
2368,Protexxa,Toronto,,2022-01-01,SaaS,B2B,Series A,2024-07-23,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2368.png
2369,OTI Lumionics,Toronto,,2011-01-01,Hardware,,Series B,2022-10-28,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2369.png
2370,TouchBistro,Toronto,,2011-01-01,SaaS,,Series ?,2022-11-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2370.png
2375,Nook Technologies,Ottawa,,2019-01-01,SaaS,,Pre-Seed,2022-11-02,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2375.png
2377,Connektica,Quebec,,2019-01-01,Hardware,,Seed,2022-10-31,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2377.png
2378,BoostSecurity,Quebec,,2020-01-01,CyberSecurity,,Seed,2022-11-16,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2378.png
2379,UgoWork,Quebec,,2015-01-01,Energy Efficiency,,Series C,2024-08-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2379.png
2380,Wiseday,Quebec,,2021-01-01,FinTech,,Seed,2022-11-23,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2380.png
2381,Produce8,British Columbia,,2020-01-01,SaaS,,Seed,2022-11-29,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2381.png
2382,RailVision Analytics,Quebec,,2018-01-01,CleanTech,AI,Seed,2022-11-30,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2382.png
2386,Lancey,Toronto,,2022-01-01,B2B,SaaS,Seed,2022-12-05,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2386.png
2387,ABK Biomedical,East Coast,,2012-01-01,Medical,,Series C,2022-12-07,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2387.png
2388,Perceiv AI,Quebec,,2018-01-01,AI,,Series ?,2022-12-09,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2388.png
2389,Copperstone Technologies,Alberta,,2014-01-01,Robotics,,Series ?,2022-12-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2389.png
2390,Walnut,Toronto,,2020-01-01,InsurTech,,Seed,2022-12-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2390.png
2391,Dyne,British Columbia,,2020-01-01,SaaS,AI,Series ?,2023-03-22,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2391.png
2392,KeyOps,Toronto,,2018-01-01,HealthTech,,Seed,2022-12-16,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2392.png
2393,Ferme d'Hiver (Winter Farm) ,Quebec,,2018-01-01,AgTech,,Series ?,2022-12-14,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2393.png
2394,Darwin CX,Toronto,,2017-01-01,SaaS,,Series ?,2022-12-12,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2394.png
2395,Traction Complete,British Columbia,,2019-01-01,SaaS,,Series A,2023-01-24,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2395.png
2396,Raven,Ottawa,,2013-01-01,Application Software,,Series A,2023-01-27,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2396.png
2397,Levr.ai,British Columbia,,2021-01-01,FinTech,,Pre-Seed,2023-02-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2397.png
2398,LATYS,Quebec,,2020-01-01,Communications Infrastructure,,Seed,2023-02-07,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2398.png
2399,Jobber,Alberta,,2011-01-01,SaaS,,Series D,2023-02-07,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2399.png
2400,Croptimistic Technology,British Columbia,,2003-01-01,AgTech,,Series B,2023-02-14,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2400.png
2401,Clinify,Alberta,,2020-01-01,Electronic Health Record (EHR),,Seed,2023-02-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2401.png
2402,Goose,British Columbia,,2017-01-01,InsurTech,,Series A,2023-02-16,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2402.png
2403,Xaba,Toronto,,2022-01-01,Robotics,AI,Seed,2024-01-10,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2403.png
2404,Bright Breaks,East Coast,,2017-01-01,HealthTech,,Pre-Seed,2023-02-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2404.png
2405,System-3,Toronto,,2021-01-01,SaaS,HRTech,Seed,2023-02-22,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2405.png
2406,AssistIQ,Quebec,,2021-01-01,HealthTech,AI,Series ?,2023-02-28,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2406.png
2407,Equisoft,Quebec,,1994-01-01,FinTech,,Series ?,2023-03-02,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2407.png
2408,Glowstick,Toronto,,2020-01-01,AI,,Pre-Seed,2023-03-03,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2408.png
2409,Adaptis,Toronto,,2022-01-01,CleanTech,AI,Pre-Seed,2023-03-07,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2409.png
2410,Daily Blends,Toronto,,2020-01-01,AI,RetailTech,Series ?,2023-03-07,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2410.png
2411,Barley,Toronto,,2021-01-01,SaaS,,Seed,2023-03-08,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2411.png
2412,Inspire Biotherapeutics,Toronto,,2020-01-01,BioTech,,Pre-Seed,2023-03-16,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2412.png
2413,Haply Robotics ,Quebec,,2017-01-01,Hardware,Robotics,Seed,2023-03-21,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2413.png
2414,pH7 Technologies,British Columbia,,2020-01-01,CleanTech,,Series A,2023-03-27,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2414.png
2415,Birdseye,Toronto,,2021-01-01,AI,,Seed,2023-11-22,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2415.png
2416,Nulogy,Toronto,,2002-01-01,SaaS,,Series ?,2023-03-30,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2416.png
2417,Carbon Neutral Club,Toronto,,2021-01-01,SaaS,GreenTech,Seed,2023-03-28,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2417.png
2418,RealSage,Toronto,,2019-01-01,PropertyTech,AI,Seed,2024-03-25,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2418.png
2419,Greentank Technologies,Toronto,,2016-01-01,R&D,Hardware,Series B,2023-03-31,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2419.png
2420,Pulse Industrial,Waterloo Region,,2018-01-01,iOT,Machine Learning,Series ?,2023-03-31,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2420.png
2421,Nimble Science,Alberta,,2018-01-01,HealthTech,,Series ?,2023-04-04,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2421.png
2422,Sepura Home,British Columbia,,2018-01-01,CleanTech,,Seed,2023-04-06,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2422.png
2423,Ariglad,British Columbia,,2020-01-01,SaaS,,Series ?,2023-04-12,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2423.png
2424,Mila,Quebec,,1993-01-01,AI,EdTech,Series ?,2023-04-13,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2424.png
2425,Offstreet,Other,,2016-01-01,SaaS,,Seed,2023-04-14,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2425.png
2426,Tab Commerce,Toronto,,2021-01-01,SaaS,,Pre-Seed,2023-04-17,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2426.png
2427,Yield Exchange,British Columbia,,2019-01-01,FinTech,,Pre-Seed,2023-04-18,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2427.png
2428,Flash Forest,Toronto,,2019-01-01,Environmental,CleanTech,Series A,2023-04-18,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2428.png
2429,Fairly AI,Waterloo Region,,2015-01-01,AI,SaaS,Series ?,2023-04-19,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2429.png
2430,Medfar,Quebec,,2010-01-01,HealthTech,,Series C,2023-04-19,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2430.png
2431,Omy,Quebec,,2018-01-01,AI,,Series A,2023-04-20,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2431.png
2432,Cyclic Materials,Other,,2021-01-01,CleanTech,,Series B,2025-01-23,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2432.png
2433,E2ip Technologies,Quebec,,2016-01-01,Electronics,,Series B,2023-04-26,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2433.png
2435,Surgical Safety Technologies,Toronto,,2014-01-01,HealthTech,AI,Series A,2023-05-04,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2435.png
2436,Deep Sky,Quebec,,2022-01-01,CleanTech,Environmental,Grant,2024-12-18,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2436.png
2437,Carbonhound,Toronto,,2021-01-01,SaaS,CleanTech,Pre-Seed,2023-05-09,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2437.png
2438,QScale,Quebec,,2018-01-01,Cloud Computing,CleanTech,Series ?,2023-05-09,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2438.png
2439,Obeo Biogas,Quebec,,2022-01-01,Renewable Energy,,Seed,2023-05-10,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2439.png
2440,Bonsai Micro,British Columbia,,2018-01-01,AI,Machine Learning,Series ?,2023-05-11,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2440.png
2441,Koïos Intelligence,Quebec,,2017-01-01,AI,,Series ?,2023-05-12,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2441.png
2442,Bloom,Toronto,,2019-01-01,FinTech,,Series A,2023-05-17,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2442.png
2443,Stathera,Quebec,,2015-01-01,Hardware,,Series A,2023-05-18,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2443.png
2444,Chelsea Avondale,Toronto,,2016-01-01,InsurTech,,Series C,2023-05-24,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2444.png
2445,Locorum,Other,,2019-01-01,Marketing,,Pre-Seed,2023-05-25,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2445.png
2446,Cognosys,British Columbia,,2023-01-01,Artificial Intelligences,,Seed,2023-05-25,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2446.png
2447,Vrify,British Columbia,,2017-01-01,Mining Technology,,Series A,2023-05-30,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2447.png
2448,Doormat,Toronto,,2022-01-01,LegalTech,,Pre-Seed,2023-06-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2448.png
2449,FemTherapeutics,Quebec,,2019-01-01,MedTech,,Series ?,2023-06-02,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2449.png
2450,Twig Fertility,Toronto,,2022-01-01,HealthTech,Fertility,Series A,2023-06-06,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2450.png
2451,GSoft,Quebec,,2006-01-01,EdTech,,Series ?,2023-06-06,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2451.png
2452,Oamo,Quebec,,2022-01-01,Artificial Intelligences,,Pre-Seed,2023-06-06,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2452.png
2453,VanHack,British Columbia,,2014-01-01,Recruiting,AI,Series ?,2023-06-12,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2453.png
2454,QuickFacts,East Coast,,2020-01-01,InsurTech,,Pre-Seed,2023-06-13,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2454.png
2455,Kibbi Technologies,Alberta,,2021-01-01,Career planning,Consulting,Pre-Seed,2023-06-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2455.png
2456,Micharity,Toronto,,2016-01-01,SaaS,,Series A,2023-06-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2456.png
2457,Masthead Data ,Toronto,,2021-01-01,Analytics,SaaS,Pre-Seed,2023-06-19,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2457.png
2458,Minutebook,British Columbia,,2022-01-01,LegalTech,,Seed,2023-06-19,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2458.png
2460,Chexy,Toronto,,2022-01-01,FinTech,,Seed,2024-06-18,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2460.png
2461,Altis Labs,Toronto,,2019-01-01,MedTech,AI,Seed,2023-06-21,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2461.png
2462,Highwood Emissions Management,Alberta,,2020-01-01,CleanTech,,Seed,2023-06-22,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2462.png
